iso_code,country,year,coal_share_elec,coal_elec_per_capita,electricity_generation,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gas_share_elec,gas_elec_per_capita,hydro_share_elec,hydro_elec_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,oil_share_elec,oil_elec_per_capita,other_renewables_elec_per_capita,other_renewables_share_elec,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,solar_share_elec,solar_elec_per_capita,wind_share_elec,wind_elec_per_capita
TTO,Trinidad and Tobago,1999,0.0,0.0,5.247,0.02,0.0,5.113,4.093,0.0,0.0,1.02,0.018,0.0,0.018,0.0,0.0,89938.044,4035.517,99.61,79.747,3230.789,0.0,0.0,0.343,0.018,14.241,19.863,804.728,14.241,0.343,4151.108,1264000.0,113.682,14.241,0.343,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2000,0.0,0.0,5.133,0.02,0.0,5.113,4.093,0.0,0.0,1.02,0.02,0.0,0.02,0.0,0.0,93786.269,4035.517,99.61,79.747,3230.789,0.0,0.0,0.39,0.02,15.785,19.863,804.728,15.785,0.39,4051.302,1267000.0,118.827,15.785,0.39,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2001,0.0,0.0,5.307,0.029,0.0,5.278,4.226,0.0,0.0,1.052,0.029,0.0,0.029,0.0,0.0,100793.156,4149.371,99.454,79.621,3321.939,0.0,0.0,0.546,0.029,22.799,19.832,827.432,22.799,0.546,4172.17,1272000.0,128.209,22.799,0.546,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2002,0.0,0.0,5.307,0.026,0.0,5.281,4.228,0.0,0.0,1.053,0.026,0.0,0.026,0.0,0.0,108949.204,4135.474,99.51,79.667,3310.813,0.0,0.0,0.49,0.026,20.36,19.843,824.66,20.36,0.49,4155.834,1277000.0,139.128,20.36,0.49,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2003,0.0,0.0,6.052,0.012,0.0,6.04,4.836,0.0,0.0,1.204,0.012,0.0,0.012,0.0,0.0,121484.032,4704.05,99.802,79.9,3766.009,0.0,0.0,0.198,0.012,9.346,19.902,938.041,9.346,0.198,4713.396,1284000.0,155.985,9.346,0.198,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2004,0.0,0.0,6.046,0.023,0.0,6.023,4.822,0.0,0.0,1.201,0.023,0.0,0.023,0.0,0.0,132975.116,4668.992,99.62,79.754,3737.942,0.0,0.0,0.38,0.023,17.829,19.865,931.05,17.829,0.38,4686.822,1290000.0,171.538,17.829,0.38,0.0,0.0,0.0,0.0
TTO,Trinidad and Tobago,2005,0.0,0.0,6.638,0.022,0.0,6.614,5.295,0.0,0.0,1.319,0.022,0.0,0.024,0.002,0.0,141920.013,5103.395,99.638,79.769,4085.72,0.0,0.0,0.362,0.024,18.519,19.869,1017.675,16.975,0.331,5121.914,1296000.0,183.928,18.519,0.362,0.03,1.543,0.0,0.0
TTO,Trinidad and Tobago,2006,0.0,0.0,6.745,0.026,0.0,6.716,5.377,0.0,0.0,1.339,0.026,0.0,0.029,0.003,0.0,164869.23,5154.259,99.57,79.715,4126.442,0.0,0.0,0.43,0.029,22.256,19.855,1027.818,19.954,0.385,5176.516,1303000.0,214.825,22.256,0.43,0.044,2.302,0.0,0.0
TTO,Trinidad and Tobago,2007,0.0,0.0,7.22,0.019,0.0,7.198,5.763,0.0,0.0,1.435,0.019,0.0,0.022,0.003,0.0,169362.189,5503.058,99.695,79.815,4405.686,0.0,0.0,0.305,0.022,16.82,19.88,1097.372,14.526,0.263,5519.878,1308000.0,221.526,16.82,0.305,0.042,2.294,0.0,0.0
TTO,Trinidad and Tobago,2008,0.0,0.0,7.271,0.02,0.0,7.248,5.803,0.0,0.0,1.445,0.02,0.0,0.023,0.003,0.0,166108.712,5515.982,99.684,79.806,4416.032,0.0,0.0,0.316,0.023,17.504,19.878,1099.949,15.221,0.275,5533.486,1314000.0,218.267,17.504,0.316,0.041,2.283,0.0,0.0
TTO,Trinidad and Tobago,2009,0.0,0.0,7.378,0.019,0.0,7.355,5.888,0.0,0.0,1.467,0.019,0.0,0.023,0.004,0.0,163859.183,5567.752,99.688,79.809,4457.479,0.0,0.0,0.312,0.023,17.411,19.879,1110.273,14.383,0.258,5585.163,1321000.0,216.458,17.411,0.312,0.054,3.028,0.0,0.0
TTO,Trinidad and Tobago,2010,0.0,0.0,7.98,0.0,0.0,7.976,6.968,0.0,0.0,1.008,0.0,0.0,0.004,0.004,0.0,176106.743,6005.949,99.95,87.32,5247.014,0.0,0.0,0.05,0.004,3.012,12.63,758.935,0.0,0.0,6008.961,1328000.0,233.87,3.012,0.05,0.05,3.012,0.0,0.0
TTO,Trinidad and Tobago,2011,0.0,0.0,8.246,0.0,0.0,8.242,7.2,0.0,0.0,1.041,0.0,0.0,0.004,0.004,0.0,171910.958,6169.102,99.951,87.321,5389.55,0.0,0.0,0.049,0.004,2.994,12.63,779.552,0.0,0.0,6172.096,1336000.0,229.673,2.994,0.049,0.049,2.994,0.0,0.0
TTO,Trinidad and Tobago,2012,0.0,0.0,8.584,0.0,0.0,8.58,7.496,0.0,0.0,1.084,0.0,0.0,0.004,0.004,0.0,168104.048,6379.42,99.953,87.323,5573.292,0.0,0.0,0.047,0.004,2.974,12.631,806.128,0.0,0.0,6382.394,1345000.0,226.1,2.974,0.047,0.047,2.974,0.0,0.0
TTO,Trinidad and Tobago,2013,0.0,0.0,8.935,0.0,0.0,8.931,7.802,0.0,0.0,1.129,0.0,0.0,0.004,0.004,0.0,170085.114,6595.968,99.955,87.324,5762.475,0.0,0.0,0.045,0.004,2.954,12.631,833.492,0.0,0.0,6598.922,1354000.0,230.295,2.954,0.045,0.045,2.954,0.0,0.0
TTO,Trinidad and Tobago,2014,0.0,0.0,9.302,0.0,0.0,9.298,8.123,0.0,0.0,1.175,0.0,0.0,0.004,0.004,0.0,168217.042,6826.388,99.957,87.326,5963.779,0.0,0.0,0.043,0.004,2.937,12.631,862.609,0.0,0.0,6829.325,1362000.0,229.112,2.937,0.043,0.043,2.937,0.0,0.0
TTO,Trinidad and Tobago,2015,0.0,0.0,9.682,0.0,0.0,9.677,8.454,0.0,0.0,1.223,0.0,0.0,0.005,0.005,0.0,162264.395,7063.723,99.948,87.318,6171.123,0.0,0.0,0.052,0.005,3.65,12.63,892.599,0.0,0.0,7067.372,1370000.0,222.302,3.65,0.052,0.052,3.65,0.0,0.0
TTO,Trinidad and Tobago,2016,0.0,0.0,9.411,0.0,0.0,9.406,8.217,0.0,0.0,1.189,0.0,0.0,0.005,0.005,0.0,143129.432,6825.573,99.947,87.317,5963.067,0.0,0.0,0.053,0.005,3.628,12.63,862.506,0.0,0.0,6829.202,1378000.0,197.232,3.628,0.053,0.053,3.628,0.0,0.0
TTO,Trinidad and Tobago,2017,0.0,0.0,9.336,0.0,0.0,9.331,8.152,0.0,0.0,1.179,0.0,0.0,0.005,0.005,0.0,151217.565,6742.327,99.946,87.317,5890.34,0.0,0.0,0.054,0.005,3.613,12.63,851.987,0.0,0.0,6745.939,1384000.0,209.285,3.613,0.054,0.054,3.613,0.0,0.0
TTO,Trinidad and Tobago,2018,0.0,0.0,8.672,0.0,0.0,8.667,7.572,0.0,0.0,1.095,0.0,0.0,0.005,0.005,0.0,142575.73,6235.108,99.942,87.313,5447.215,0.0,0.0,0.058,0.005,3.597,12.629,787.892,0.0,0.0,6238.705,1390000.0,198.18,3.597,0.058,0.058,3.597,0.0,0.0
TTO,Trinidad and Tobago,2019,0.0,0.0,8.335,0.0,0.0,8.33,7.277,0.0,0.0,1.053,0.0,0.0,0.005,0.005,0.0,142118.82,5971.302,99.94,87.311,5216.745,0.0,0.0,0.06,0.005,3.584,12.629,754.557,0.0,0.0,5974.886,1395000.0,198.256,3.584,0.06,0.06,3.584,0.0,0.0
URY,Uruguay,1998,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,16044.719,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3291000.0,52.803,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,1999,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,13673.816,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3308000.0,45.233,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,2000,0.0,0.0,7.494,0.035,0.0,0.478,0.195,6.981,0.0,0.283,0.035,0.0,7.016,0.0,0.0,14091.134,143.976,6.378,2.602,58.725,93.155,2102.711,93.622,7.016,2113.253,3.777,85.25,10.542,0.467,2257.229,3320000.0,46.783,2113.253,93.622,0.0,0.0,0.0,0.0
URY,Uruguay,2001,0.0,0.0,9.162,0.037,0.0,0.021,0.009,9.104,0.0,0.012,0.037,0.0,9.141,0.0,0.0,15680.227,6.316,0.229,0.093,2.576,99.367,2738.045,99.771,9.141,2749.173,0.136,3.74,11.128,0.404,2755.489,3325000.0,52.137,2749.173,99.771,0.0,0.0,0.0,0.0
URY,Uruguay,2002,0.0,0.0,9.513,0.039,0.0,0.032,0.013,9.442,0.0,0.019,0.039,0.0,9.481,0.0,0.0,14232.983,9.621,0.336,0.137,3.924,99.254,2838.845,99.664,9.481,2850.571,0.199,5.697,11.726,0.41,2860.192,3326000.0,47.339,2850.571,99.664,0.0,0.0,0.0,0.0
URY,Uruguay,2003,0.0,0.0,8.53,0.038,0.0,0.046,0.019,8.446,0.0,0.027,0.038,0.0,8.484,0.0,0.0,14056.993,13.839,0.539,0.22,5.645,99.015,2540.915,99.461,8.484,2552.347,0.319,8.194,11.432,0.445,2566.185,3324000.0,46.725,2552.347,99.461,0.0,0.0,0.0,0.0
URY,Uruguay,2004,0.0,0.0,5.787,0.036,0.0,1.018,0.415,4.733,0.0,0.603,0.036,0.0,4.769,0.0,0.0,12813.973,306.534,17.591,7.175,125.03,81.787,1425.173,82.409,4.769,1436.013,10.416,181.504,10.84,0.622,1742.547,3321000.0,42.555,1436.013,82.409,0.0,0.0,0.0,0.0
URY,Uruguay,2005,0.0,0.0,7.562,0.039,0.0,0.905,0.369,6.618,0.0,0.536,0.039,0.0,6.657,0.0,0.0,14310.618,272.426,11.968,4.881,111.118,87.517,1992.173,88.032,6.657,2003.913,7.086,161.308,11.74,0.516,2276.34,3322000.0,47.54,2003.913,88.032,0.0,0.0,0.0,0.0
URY,Uruguay,2006,0.0,0.0,5.467,0.05,0.0,1.857,0.757,3.56,0.0,1.1,0.05,0.0,3.61,0.0,0.0,12471.264,558.496,33.967,13.855,227.802,65.118,1070.677,66.033,3.61,1085.714,20.113,330.695,15.038,0.915,1644.211,3325000.0,41.467,1085.714,66.033,0.0,0.0,0.0,0.0
URY,Uruguay,2007,0.0,0.0,9.272,0.137,0.0,1.147,0.468,7.988,0.0,0.679,0.137,0.0,8.125,0.0,0.0,15755.6,344.178,12.369,5.045,140.385,86.154,2397.359,87.631,8.125,2438.475,7.324,203.793,41.116,1.478,2782.653,3332000.0,52.498,2438.475,87.631,0.0,0.0,0.0,0.0
URY,Uruguay,2008,0.0,0.0,8.518,0.838,0.0,3.222,1.314,4.455,0.0,1.908,0.838,0.0,5.296,0.0,0.003,16393.62,964.766,37.828,15.429,393.513,52.299,1333.832,62.172,5.296,1585.629,22.399,571.254,250.898,9.838,2550.395,3340000.0,54.755,1585.629,62.172,0.0,0.0,0.035,0.898
URY,Uruguay,2009,0.0,0.0,8.648,0.793,0.0,2.606,1.063,5.207,0.0,1.543,0.793,0.0,6.042,0.0,0.042,17122.352,777.815,30.132,12.29,317.258,60.213,1554.328,69.868,6.042,1803.582,17.841,460.557,236.716,9.17,2581.397,3350000.0,57.36,1803.582,69.868,0.0,0.0,0.486,12.537
URY,Uruguay,2010,0.0,0.0,11.026,1.1,0.0,1.279,0.522,8.579,0.0,0.758,1.1,0.0,9.747,0.0,0.068,18190.409,380.869,11.603,4.733,155.35,77.805,2554.034,88.397,9.747,2901.756,6.87,225.519,327.478,9.976,3282.626,3359000.0,61.102,2901.756,88.397,0.0,0.0,0.617,20.244
URY,Uruguay,2011,0.0,0.0,10.373,1.131,0.0,2.718,1.109,6.414,0.0,1.61,1.131,0.0,7.655,0.0,0.11,17546.468,806.91,26.206,10.689,329.126,61.831,1903.829,73.794,7.655,2272.188,15.517,477.784,335.708,10.903,3079.098,3369000.0,59.114,2272.188,73.794,0.0,0.0,1.06,32.651
URY,Uruguay,2012,0.0,0.0,10.609,1.32,0.0,3.811,1.554,5.367,0.0,2.256,1.32,0.0,6.798,0.0,0.111,17599.825,1127.777,35.921,14.652,460.002,50.59,1588.34,64.079,6.798,2011.838,21.269,667.775,390.648,12.443,3139.615,3379000.0,59.47,2011.838,64.079,0.0,0.0,1.046,32.85
URY,Uruguay,2013,0.0,0.0,11.471,1.46,0.0,1.743,0.711,8.124,0.0,1.032,1.46,0.0,9.728,0.0,0.144,18571.838,514.24,15.193,6.197,209.75,70.824,2397.167,84.807,9.728,2870.463,8.996,304.49,430.806,12.728,3384.703,3389000.0,62.94,2870.463,84.807,0.0,0.0,1.255,42.49
URY,Uruguay,2014,0.0,0.0,12.858,1.923,0.0,0.645,0.263,9.553,0.0,0.382,1.923,0.0,12.213,0.004,0.733,19340.047,189.659,5.015,2.046,77.359,74.297,2809.706,94.985,12.213,3592.059,2.97,112.3,565.588,14.956,3781.718,3400000.0,65.756,3592.059,94.985,0.031,1.176,5.701,215.588
URY,Uruguay,2015,0.0,0.0,13.588,2.407,0.0,0.884,0.36,8.183,0.0,0.523,2.407,0.0,12.704,0.049,2.065,19710.242,258.968,6.503,2.652,105.629,60.224,2398.3,93.497,12.704,3723.329,3.851,153.339,705.451,17.715,3982.298,3412000.0,67.251,3723.329,93.497,0.361,14.361,15.198,605.217
URY,Uruguay,2016,0.0,0.0,13.778,2.453,0.0,0.416,0.17,7.764,0.0,0.247,2.453,0.0,13.362,0.151,2.994,20204.327,121.618,3.022,1.233,49.606,56.349,2267.523,96.978,13.362,3902.453,1.79,72.012,716.414,17.803,4024.071,3424000.0,69.18,3902.453,96.978,1.096,44.1,21.73,874.416
URY,Uruguay,2017,0.0,0.0,14.267,2.568,0.0,0.213,0.087,7.443,0.0,0.126,2.568,0.0,14.054,0.269,3.774,20204.327,62.083,1.496,0.61,25.323,52.168,2165.551,98.504,14.054,4089.031,0.886,36.76,747.163,17.999,4151.114,3437000.0,69.18,4089.031,98.504,1.885,78.266,26.452,1098.051
URY,Uruguay,2018,0.0,0.0,14.535,2.554,0.0,0.342,0.14,6.491,0.0,0.203,2.554,0.0,14.193,0.416,4.732,20204.327,99.206,2.354,0.96,40.464,44.657,1881.995,97.646,14.193,4115.106,1.394,58.741,740.504,17.571,4214.311,3449000.0,69.18,4115.106,97.646,2.862,120.615,32.556,1371.992
URY,Uruguay,2019,0.0,0.0,15.99,2.515,0.0,0.272,0.111,8.027,0.0,0.161,2.515,0.0,15.718,0.423,4.753,20204.327,78.469,1.699,0.693,32.006,50.201,2318.579,98.301,15.718,4540.127,1.006,46.463,726.459,15.729,4618.596,3462000.0,69.18,4540.127,98.301,2.645,122.184,29.726,1372.906
URY,Uruguay,2020,0.0,0.0,13.482,2.721,0.0,0.801,0.111,4.067,0.0,0.69,2.721,0.0,12.681,0.458,5.435,20204.327,230.52,5.94,0.822,31.898,30.168,1170.825,94.06,12.681,3650.471,5.118,198.622,783.238,20.181,3880.991,3462000.0,69.18,3650.471,94.06,3.396,131.813,40.314,1564.595
VEN,Venezuela,1998,0.0,0.0,80.904,0.0,0.0,21.042,21.042,57.923,0.0,0.0,0.0,0.0,57.923,0.0,0.0,33679.005,869.792,25.279,25.279,869.792,71.595,2487.14,71.595,57.923,2487.14,0.0,0.0,0.0,0.0,3473.915,23289000.0,784.35,2487.14,71.595,0.0,0.0,0.0,0.0
VEN,Venezuela,1999,0.0,0.0,80.585,0.0,0.0,21.042,21.042,60.6,0.0,0.0,0.0,0.0,60.6,0.0,0.0,31866.026,869.792,25.279,25.279,869.792,75.2,2552.654,75.2,60.6,2552.654,0.0,0.0,0.0,0.0,3394.482,23740000.0,756.499,2552.654,75.2,0.0,0.0,0.0,0.0
VEN,Venezuela,2000,0.0,0.0,83.24,0.0,0.0,21.042,21.042,62.198,0.0,0.0,0.0,0.0,62.198,0.0,0.0,31891.243,869.792,25.279,25.279,869.792,74.721,2571.015,74.721,62.198,2571.015,0.0,0.0,0.0,0.0,3440.807,24192000.0,771.513,2571.015,74.721,0.0,0.0,0.0,0.0
VEN,Venezuela,2001,0.0,0.0,87.733,0.0,0.0,27.888,27.888,59.845,0.0,0.0,0.0,0.0,59.845,0.0,0.0,33180.852,1131.543,31.787,31.787,1131.543,68.213,2428.183,68.213,59.845,2428.183,0.0,0.0,0.0,0.0,3559.726,24646000.0,817.775,2428.183,68.213,0.0,0.0,0.0,0.0
VEN,Venezuela,2002,0.0,0.0,86.646,0.0,0.0,27.706,27.706,58.94,0.0,0.0,0.0,0.0,58.94,0.0,0.0,32509.579,1103.825,31.976,31.976,1103.825,68.024,2348.207,68.024,58.94,2348.207,0.0,0.0,0.0,0.0,3452.032,25100000.0,815.99,2348.207,68.024,0.0,0.0,0.0,0.0
VEN,Venezuela,2003,0.0,0.0,89.267,0.0,0.0,29.34,29.34,59.927,0.0,0.0,0.0,0.0,59.927,0.0,0.0,28674.974,1148.247,32.868,32.868,1148.247,67.132,2345.296,67.132,59.927,2345.296,0.0,0.0,0.0,0.0,3493.543,25552000.0,732.703,2345.296,67.132,0.0,0.0,0.0,0.0
VEN,Venezuela,2004,0.0,0.0,96.216,0.0,0.0,26.842,26.842,69.374,0.0,0.0,0.0,0.0,69.374,0.0,0.0,31410.03,1032.504,27.898,27.898,1032.504,72.102,2668.539,72.102,69.374,2668.539,0.0,0.0,0.0,0.0,3701.042,25997000.0,816.567,2668.539,72.102,0.0,0.0,0.0,0.0
VEN,Venezuela,2005,0.0,0.0,101.385,0.0,0.0,24.928,24.928,76.457,0.0,0.0,0.0,0.0,76.457,0.0,0.0,32235.781,943.099,24.587,24.587,943.099,75.413,2892.592,75.413,76.457,2892.592,0.0,0.0,0.0,0.0,3835.692,26432000.0,852.056,2892.592,75.413,0.0,0.0,0.0,0.0
VEN,Venezuela,2006,0.0,0.0,107.904,0.0,0.0,27.12,27.12,80.784,0.0,0.0,0.0,0.0,80.784,0.0,0.0,35278.352,1010.056,25.133,25.133,1010.056,74.867,3008.715,74.867,80.784,3008.715,0.0,0.0,0.0,0.0,4018.771,26850000.0,947.224,3008.715,74.867,0.0,0.0,0.0,0.0
VEN,Venezuela,2007,0.0,0.0,111.842,0.0,0.0,29.614,29.614,82.228,0.0,0.0,0.0,0.0,82.228,0.0,0.0,34972.919,1086.823,26.478,26.478,1086.823,73.522,3017.763,73.522,82.228,3017.763,0.0,0.0,0.0,0.0,4104.586,27248000.0,952.942,3017.763,73.522,0.0,0.0,0.0,0.0
VEN,Venezuela,2008,0.0,0.0,116.482,0.0,0.0,30.509,30.509,85.973,0.0,0.0,0.0,0.0,85.973,0.0,0.0,35638.321,1103.946,26.192,26.192,1103.946,73.808,3110.906,73.808,85.973,3110.906,0.0,0.0,0.0,0.0,4214.852,27636000.0,984.901,3110.906,73.808,0.0,0.0,0.0,0.0
VEN,Venezuela,2009,0.0,0.0,116.703,0.0,0.0,31.601,31.601,85.102,0.0,0.0,0.0,0.0,85.102,0.0,0.0,34984.443,1127.359,27.078,27.078,1127.359,72.922,3035.996,72.922,85.102,3035.996,0.0,0.0,0.0,0.0,4163.355,28031000.0,980.649,3035.996,72.922,0.0,0.0,0.0,0.0
VEN,Venezuela,2010,0.0,0.0,110.78,0.0,0.0,34.766,34.766,76.012,0.0,0.0,0.0,0.0,76.014,0.002,0.0,32512.027,1222.43,31.383,31.383,1222.43,68.615,2672.714,68.617,76.014,2672.785,0.0,0.0,0.0,0.0,3895.214,28440000.0,924.642,2672.785,68.617,0.002,0.07,0.0,0.0
VEN,Venezuela,2011,0.0,0.0,115.069,0.0,0.0,32.234,32.234,82.833,0.0,0.0,0.0,0.0,82.835,0.002,0.0,33467.535,1115.811,28.012,28.012,1115.811,71.986,2867.384,71.988,82.835,2867.454,0.0,0.0,0.0,0.0,3983.264,28888000.0,966.81,2867.454,71.988,0.002,0.069,0.0,0.0
VEN,Venezuela,2012,0.0,0.0,118.488,0.0,0.0,37.266,37.266,81.188,0.0,0.0,0.0,0.0,81.222,0.004,0.03,34278.464,1269.245,31.451,31.451,1269.245,68.52,2765.165,68.549,81.222,2766.323,0.0,0.0,0.0,0.0,4035.568,29361000.0,1006.45,2766.323,68.549,0.003,0.136,0.025,1.022
VEN,Venezuela,2013,0.0,0.0,120.023,0.0,0.0,37.238,37.238,82.71,0.0,0.0,0.0,0.0,82.785,0.004,0.071,32957.863,1250.398,31.026,31.026,1250.398,68.912,2777.274,68.974,82.785,2779.792,0.0,0.0,0.0,0.0,4030.19,29781000.0,981.518,2779.792,68.974,0.003,0.134,0.059,2.384
VEN,Venezuela,2014,0.0,0.0,100.333,0.0,0.0,36.612,36.612,63.645,0.0,0.0,0.0,0.0,63.721,0.005,0.071,31572.89,1218.655,36.491,36.491,1218.655,63.434,2118.464,63.509,63.721,2120.993,0.0,0.0,0.0,0.0,3339.649,30043000.0,948.544,2120.993,63.509,0.005,0.166,0.071,2.363
VEN,Venezuela,2015,0.0,0.0,119.181,0.0,0.0,44.953,44.953,74.15,0.0,0.0,0.0,0.0,74.228,0.007,0.071,30422.2,1494.338,37.718,37.718,1494.338,62.216,2464.929,62.282,74.228,2467.522,0.0,0.0,0.0,0.0,3961.86,30082000.0,915.161,2467.522,62.282,0.006,0.233,0.06,2.36
VEN,Venezuela,2016,0.0,0.0,104.654,0.0,0.0,42.247,42.247,62.329,0.0,0.0,0.0,0.0,62.407,0.007,0.071,27817.912,1415.275,40.368,40.368,1415.275,59.557,2088.004,59.632,62.407,2090.617,0.0,0.0,0.0,0.0,3505.891,29851000.0,830.392,2090.617,59.632,0.007,0.234,0.068,2.378
VEN,Venezuela,2017,0.0,0.0,100.581,0.0,0.0,40.601,40.601,59.902,0.0,0.0,0.0,0.0,59.98,0.007,0.071,26974.738,1380.907,40.367,40.367,1380.907,59.556,2037.342,59.633,59.98,2039.995,0.0,0.0,0.0,0.0,3420.902,29402000.0,793.111,2039.995,59.633,0.007,0.238,0.071,2.415
VEN,Venezuela,2018,0.0,0.0,96.665,0.0,0.0,39.019,39.019,57.568,0.0,0.0,0.0,0.0,57.646,0.006,0.071,23598.421,1350.76,40.366,40.366,1350.76,59.555,1992.886,59.634,57.646,1995.552,0.0,0.0,0.0,0.0,3346.311,28887000.0,681.688,1995.552,59.634,0.006,0.208,0.073,2.458
VEN,Venezuela,2019,0.0,0.0,89.16,0.0,0.0,37.042,37.042,52.041,0.0,0.0,0.0,0.0,52.118,0.006,0.071,21691.926,1298.977,41.545,41.545,1298.977,58.368,1824.987,58.455,52.118,1827.687,0.0,0.0,0.0,0.0,3126.665,28516000.0,618.567,1827.687,58.455,0.007,0.21,0.08,2.49
